Time,Open,High,Low,Last,Change,%Chg,Volume
5/27/2022,407.91,415.3801,407.7,415.26,9.95,2.45%,84768700
5/26/2022,398.67,407.04,398.45,405.31,7.94,2.00%,82168300
5/25/2022,392.31,399.45,391.89,397.37,3.48,0.88%,91472800
5/24/2022,392.56,395.15,386.96,393.89,-3.03,-0.76%,91448800
5/23/2022,392.83,397.73,390.38,396.92,7.29,1.87%,76414800
5/20/2022,393.25,397.03,380.54,389.63,0.17,0.04%,131432200
5/19/2022,388.62,394.14,387.11,389.46,-2.4,-0.61%,98510700
5/18/2022,403.5,403.8,390.55,391.86,-16.46,-4.03%,117674500
5/17/2022,406.53,408.57,402.5824,408.32,8.23,2.06%,83029700
5/16/2022,399.98,403.97,397.6,400.09,-1.63,-0.41%,78622400
5/13/2022,396.71,403.18,395.61,401.72,9.38,2.39%,104174400
5/12/2022,389.37,395.8,385.15,392.34,-0.41,-0.10%,125090700
5/11/2022,398.07,404.04,391.96,392.75,-6.34,-1.59%,142361000
5/10/2022,404.49,406.08,394.82,399.09,0.92,0.23%,132497200
5/9/2022,405.1,406.41,396.5,398.17,-13.17,-3.20%,155586000
5/6/2022,411.1,414.8,405.73,411.34,-2.47,-0.60%,151770800
5/5/2022,424.55,425,409.44,413.81,-15.25,-3.55%,172929100
5/4/2022,417.08,429.66,413.7099,429.06,12.68,3.05%,144247800
5/3/2022,415.01,418.93,413.36,416.38,1.9,0.46%,100028100
5/2/2022,412.07,415.92,405.02,414.48,2.48,0.60%,158312500
4/29/2022,423.59,425.87,411.21,412,-15.81,-3.70%,145491000
4/28/2022,422.29,429.64,417.6,427.81,10.54,2.53%,105449000
4/27/2022,417.24,422.92,415.01,417.27,1.17,0.28%,122029900
4/26/2022,425.83,426.04,416.07,416.1,-12.41,-2.90%,103996300
4/25/2022,423.67,428.69,418.84,428.51,2.47,0.58%,119647700
4/22/2022,436.91,438.0825,425.44,426.04,-12.02,-2.74%,132471700
4/21/2022,448.54,450.01,437.1,438.06,-6.65,-1.50%,85417300
4/20/2022,446.92,447.57,443.48,444.71,-0.33,-0.07%,65224400
4/19/2022,437.86,445.8,437.68,445.04,7.07,1.61%,77821000
4/18/2022,436.81,439.75,435.61,437.97,0.18,0.04%,66002500
4/14/2022,443.55,444.7301,437.68,437.79,-5.52,-1.25%,97869400
4/13/2022,438.03,444.11,437.84,443.31,5.02,1.15%,74070300
4/12/2022,443.08,445.75,436.6501,438.29,-1.63,-0.37%,84363600
4/11/2022,444.11,445,439.39,439.92,-7.65,-1.71%,89770500
4/8/2022,447.97,450.63,445.94,447.57,-1.2,-0.27%,79272700
4/7/2022,445.59,450.69,443.53,448.77,2.25,0.50%,78097200
4/6/2022,446.89,448.93,443.47,446.52,-4.51,-1.00%,106897900
4/5/2022,455.22,457.83,449.82,451.03,-5.77,-1.26%,74214500
4/4/2022,453.13,456.91,452.26,456.8,3.88,0.86%,59601000
4/1/2022,453.31,453.46,449.14,452.92,1.28,0.28%,89048700
3/31/2022,457.89,458.76,451.16,451.64,-7.06,-1.54%,121699900
3/30/2022,460.34,461.195,456.465,458.7,-2.85,-0.62%,79666900
3/29/2022,460.02,462.07,457.18,461.55,5.64,1.24%,86581500
3/28/2022,452.06,455.91,450.06,455.91,3.22,0.71%,68529700
3/25/2022,451.16,452.98,448.43,452.69,2.2,0.49%,77101300
3/24/2022,445.94,450.5,444.76,450.49,6.69,1.51%,64736800
3/23/2022,446.91,448.49,443.71,443.8,-5.79,-1.29%,79426100
3/22/2022,445.86,450.58,445.86,449.59,5.2,1.17%,74650300
3/21/2022,444.34,446.46,440.68,444.39,-0.13,-0.03%,88349700
3/18/2022,438,444.86,437.22,444.52,3.45,0.78%,106345500
3/17/2022,433.59,441.07,433.19,441.07,5.45,1.25%,102676800
3/16/2022,429.89,435.68,424.8,435.62,9.45,2.22%,144954800
3/15/2022,419.77,426.84,418.42,426.17,9.17,2.20%,106219100
3/14/2022,420.89,424.55,415.79,417,-3.07,-0.73%,95729100
3/11/2022,428.12,428.77,419.53,420.07,-5.41,-1.27%,95699948
3/10/2022,422.52,426.43,420.44,425.48,-1.93,-0.45%,93972600
3/9/2022,425.14,429.51,422.82,427.41,11.16,2.68%,116990700
3/8/2022,419.62,427.21,415.12,416.25,-3.18,-0.76%,164772700
3/7/2022,431.55,432.3018,419.36,419.43,-12.74,-2.95%,137896500
3/4/2022,431.75,433.37,427.88,432.17,-3.54,-0.81%,114083200
3/3/2022,440.47,441.11,433.8,435.71,-2.18,-0.50%,105501700
3/2/2022,432.37,439.72,431.57,437.89,7.91,1.84%,117726500
3/1/2022,435.04,437.17,427.11,429.98,-6.65,-1.52%,137785900
2/28/2022,432.03,438.2,430.7,436.63,-1.12,-0.26%,145615000
2/25/2022,429.61,437.84,427.86,437.75,9.45,2.21%,121804400
2/24/2022,411.02,428.76,410.64,428.3,6.35,1.50%,213942900
2/23/2022,432.66,433.26,421.35,421.95,-7.62,-1.77%,132578000
2/22/2022,431.89,435.5,425.86,429.57,-4.66,-1.07%,124391800
2/18/2022,437.33,438.66,431.82,434.23,-2.83,-0.65%,132642900
2/17/2022,443.22,446.5652,436.42,437.06,-9.54,-2.14%,102259100
2/16/2022,443.93,448.055,441.94,446.6,0.5,0.11%,84863500
2/15/2022,443.73,446.28,443.18,446.1,7.08,1.61%,88659500
2/14/2022,439.92,441.6,435.34,439.02,-1.44,-0.33%,123006200
2/11/2022,449.41,451.605,438.94,440.46,-8.86,-1.97%,153214600
2/10/2022,451.34,457.71,447.2,449.32,-8.22,-1.80%,140103700
2/9/2022,455.22,457.88,455.005,457.54,6.6,1.46%,92589900
2/8/2022,446.73,451.92,445.22,450.94,3.68,0.82%,81012000
2/7/2022,449.51,450.99,445.85,447.26,-1.44,-0.32%,84472800
2/4/2022,446.35,452.78,443.83,448.7,2.1,0.47%,118454300
2/3/2022,450.95,452.97,445.71,446.6,-10.75,-2.35%,118024400
2/2/2022,455.5,458.12,453.05,457.35,4.4,0.97%,117360900
2/1/2022,450.68,453.63,446.9384,452.95,3.04,0.68%,123155300
1/31/2022,441.24,450.28,439.81,449.91,7.96,1.80%,152251400
1/28/2022,432.68,442,427.82,441.95,10.71,2.48%,164457300
1/27/2022,438.26,441.59,429.45,431.24,-2.14,-0.49%,149878300
1/26/2022,440.72,444.04,428.86,433.38,-1.09,-0.25%,186391100
1/25/2022,433.06,439.72,427.15,434.47,-5.37,-1.22%,167997300
1/24/2022,432.03,440.38,420.76,439.84,1.86,0.42%,252496700
1/21/2022,445.56,448.06,437.95,437.98,-8.77,-1.96%,202271200
1/20/2022,453.75,458.74,444.5,446.75,-5,-1.11%,122379700
1/19/2022,458.13,459.6124,451.46,451.75,-4.74,-1.04%,109357500
1/18/2022,459.74,459.96,455.31,456.49,-8.23,-1.77%,109872300
1/14/2022,461.19,465.09,459.9,464.72,0.19,0.04%,95890900
1/13/2022,472.19,472.88,463.44,464.53,-6.49,-1.38%,91173100
1/12/2022,471.59,473.2,468.94,471.02,1.27,0.27%,67605400
1/11/2022,465.23,469.85,462.05,469.75,4.24,0.91%,74303000
1/10/2022,462.7,465.74,456.5973,465.51,-0.58,-0.12%,119361900
1/7/2022,467.95,469.2,464.65,466.09,-1.85,-0.40%,85111500
1/6/2022,467.89,470.82,465.43,467.94,-0.44,-0.09%,86858800
1/5/2022,477.16,477.98,468.2801,468.38,-9.17,-1.92%,104538900
1/4/2022,479.22,479.98,475.58,477.55,-0.16,-0.03%,71178600
1/3/2022,476.3,477.85,473.85,477.71,2.75,0.58%,72668200
12/31/2021,475.64,476.86,474.67,474.96,-1.2,-0.25%,65237400
12/30/2021,477.93,479,475.67,476.16,-1.32,-0.28%,55329000
12/29/2021,476.98,478.56,475.92,477.48,0.61,0.13%,54502900
12/28/2021,477.72,478.81,476.06,476.87,-0.39,-0.08%,47274500
12/27/2021,472.06,477.31,472.01,477.26,6.66,1.42%,56808600
12/23/2021,468.75,472.19,468.64,470.6,2.91,0.62%,56439700
12/22/2021,462.79,467.81,462.58,467.69,4.63,1.00%,58890200
12/21/2021,458.61,463.21,456.31,463.06,8.08,1.78%,69806200
12/20/2021,454.48,455.4,451.14,454.98,-4.89,-1.06%,107134800
12/17/2021,461.55,464.74,458.06,459.87,-6.58,-1.41%,135636500
12/16/2021,472.57,472.87,464.8,466.45,-4.15,-0.88%,116568600
12/15/2021,463.42,470.86,460.74,470.6,7.24,1.56%,116899200
12/14/2021,463.09,465.74,460.25,463.36,-3.21,-0.69%,97264100
12/13/2021,470.19,470.56,466.27,466.57,-4.17,-0.89%,87724600
12/10/2021,469.23,470.9,466.51,470.74,4.39,0.94%,77159700
12/9/2021,468.15,469.6291,466.14,466.35,-3.17,-0.68%,61272500
12/8/2021,468.7,470,466.83,469.52,1.24,0.26%,72238700
12/7/2021,464.41,468.88,458.6546,468.28,9.49,2.07%,95484600
12/6/2021,456.13,460.79,453.56,458.79,5.37,1.18%,98977500
12/3/2021,459.17,460.3,448.92,453.42,-3.98,-0.87%,137331600
12/2/2021,450.73,459.07,450.31,457.4,6.9,1.53%,127637700
12/1/2021,461.64,464.67,450.29,450.5,-5.06,-1.11%,132485800
11/30/2021,462,464.03,455.3,455.56,-9.04,-1.95%,148559600
11/29/2021,464.07,466.56,461.73,464.6,5.63,1.23%,86268800
11/26/2021,462.34,463.9,457.77,458.97,-10.47,-2.23%,112669600
11/24/2021,466.06,469.57,465.19,469.44,1.25,0.27%,61858800
11/23/2021,467.22,469.095,464.45,468.19,0.62,0.13%,73206500
11/22/2021,470.89,473.54,467.35,467.57,-1.32,-0.28%,72761900
11/19/2021,469.61,470.94,468.5,468.89,-0.84,-0.18%,57315500
11/18/2021,469.24,470.01,466.34,469.73,1.59,0.34%,50625600
11/17/2021,469,469.19,467.48,468.14,-1.14,-0.24%,47858200
11/16/2021,467.15,470.485,467.07,469.28,1.85,0.40%,48857500
11/15/2021,468.64,468.81,466.23,467.43,0.16,0.03%,46980400
11/12/2021,465.12,467.86,464.11,467.27,3.5,0.75%,53466600
11/11/2021,465.21,465.29,463.75,463.77,0.15,0.03%,34848400
11/10/2021,465.58,467.38,462.04,463.62,-3.76,-0.80%,69429600
11/9/2021,469.32,469.57,465.88,467.38,-1.55,-0.33%,51149100
11/8/2021,469.7,470.23,468.2031,468.93,0.4,0.09%,50405100
11/5/2021,469.28,470.65,466.92,468.53,1.62,0.35%,66390500
11/4/2021,465.36,467,464.99,466.91,2.19,0.47%,52847000
11/3/2021,461.3,465.15,460.83,464.72,2.82,0.61%,52509800
11/2/2021,460.22,462.23,460.08,461.9,1.86,0.40%,48908400
11/1/2021,460.3,460.7021,458.2,460.04,0.79,0.17%,48433600
10/29/2021,455.87,459.56,455.56,459.25,0.93,0.20%,70162400
10/28/2021,455.46,458.4,455.45,458.32,4.38,0.96%,51437900
10/27/2021,456.45,457.16,453.86,453.94,-2.02,-0.44%,72438000
10/26/2021,457.2,458.49,455.56,455.96,0.41,0.09%,56075100
10/25/2021,454.28,455.9,452.39,455.55,2.43,0.54%,45214500
10/22/2021,453.13,454.67,451.05,453.12,-0.47,-0.10%,58845000
10/21/2021,451.77,453.829,451.31,453.59,1.18,0.26%,41305400
10/20/2021,451.13,452.732,451.01,452.41,1.77,0.39%,49571500
10/19/2021,448.92,450.71,448.27,450.64,3.45,0.77%,46996800
10/18/2021,443.97,447.55,443.27,447.19,1.32,0.30%,62213200
10/15/2021,444.75,446.26,444.09,445.87,3.37,0.76%,66260200
